Title,Poster,Genre,Hybrid_Score
Patriots Day,"https://m.media-amazon.com/images/M/MV5BODYxMDc0NTg2Nl5BMl5BanBnXkFtZTgwNjY0NDYzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg","Action, Crime, Drama",4.9587250217534
Rite Here Rite Now,"https://m.media-amazon.com/images/M/MV5BYzljOTBhMzUtNjEwYy00ZDEyLTg4YjYtZjQ0Nzk2MzZmMzg1XkEyXkFqcGdeQXVyMjkwNjg2NjY@._V1_UY209_CR69,0,140,209_AL_.jpg",Music,4.292397851525034
27 Dresses,"https://m.media-amazon.com/images/M/MV5BZjgwODVmMjItMTk4Mi00ZTUxLWE5OTgtYzUxMDJmODBhNmYxXkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Romance",4.099021478620606
Wonder,"https://m.media-amazon.com/images/M/MV5BYjFhOWY0OTgtNDkzMC00YWJkLTk1NGEtYWUxNjhmMmQ5ZjYyXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX140_CR0,0,140,209_AL_.jpg","Drama, Family",5.462341429160243
We Need to Talk About Kevin,"https://m.media-amazon.com/images/M/MV5BMjE0NDE0MjYxNF5BMl5BanBnXkFtZTcwNjM2NTY5Ng@@._V1_UY209_CR1,0,140,209_AL_.jpg","Drama, Mystery, Thriller",5.139337780695193
Into the Wild,"https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY209_CR1,0,140,209_AL_.jpg","Adventure, Biography, Drama",5.701180026562047
Lee,"https://m.media-amazon.com/images/M/MV5BMzQyNWVmOGItZTM4OC00MGE5LTk2MzAtZWNjYzJhYmZhZTY4XkEyXkFqcGdeQXVyMzA3NTc2NDM@._V1_UY209_CR87,0,140,209_AL_.jpg","Biography, Drama, History",4.600357213732884
Pirates of the Caribbean: Dead Man's Chest,"https://m.media-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Fantasy",5.4337505915398365
Go,"https://m.media-amazon.com/images/M/MV5BNDczYTcyN2EtYjM1NC00YjI3LWE4ZWItMGFlNmEwOTAxYjdiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Crime",4.955936006838964
Black Panther,"https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Sci-Fi",5.930703588929427
The Edge,"https://m.media-amazon.com/images/M/MV5BOTU3MGE1OTgtM2YwNC00ODAyLTg3Y2YtYTM0NTc2ZTc3ZDFkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR7,0,140,209_AL_.jpg","Action, Adventure, Drama",4.67430045643977
Dodgeball: A True Underdog Story,"https://m.media-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Sport",4.595136397636894
Gone with the Wind,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX140_CR0,0,140,209_AL_.jpg","Drama, Romance, War",5.796130184560428
Robot Dreams,"https://m.media-amazon.com/images/M/MV5BMzE4ZDlmNzUtY2QyZS00MmZiLWE1ZTgtOTcyNTEzNmNkODEzXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY209_CR4,0,140,209_AL_.jpg","Animation, Drama, Family",5.094617369136123
Eternals,"https://m.media-amazon.com/images/M/MV5BMTExZmVjY2ItYTAzYi00MDdlLWFlOWItNTJhMDRjMzQ5ZGY0XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Fantasy",5.29590730761598
The Godfather Part III,"https://m.media-amazon.com/images/M/MV5BNWFlYWY2YjYtNjdhNi00MzVlLTg2MTMtMWExNzg4NmM5NmEzXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg","Crime, Drama",5.306802326468928
Little Children,"https://m.media-amazon.com/images/M/MV5BMTYwNzEwNTI3MV5BMl5BanBnXkFtZTcwODUyODczMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg","Drama, Romance",5.096472132749172
Death Becomes Her,"https://m.media-amazon.com/images/M/MV5BMWI1MDUxNzgtZTdjMC00MmFmLTlmYjUtNWM5YzRmNjMwMDY2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg","Comedy, Fantasy, Horror",4.468751431144764
Rear Window,"https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg","Mystery, Thriller",5.983461309478376
Airport,"https://m.media-amazon.com/images/M/MV5BMzI2NGUzMjMtOTg5ZC00MGFkLWJiMmUtNGE3YjM4ODMzY2FiXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg","Action, Drama, Thriller",4.456963377959608
Rosemary's Baby,"https://m.media-amazon.com/images/M/MV5BMTA5NWQwMmYtZjEyYS00Nzc2LTgwZjAtNTQ4NmFmZjNkNjg4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg","Drama, Horror",5.5358587631856135
American Gangster,"https://m.media-amazon.com/images/M/MV5BMjFmZGI2YTEtYmJhMS00YTE5LWJjNjAtNDI5OGY5ZDhmNTRlXkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_UX140_CR0,0,140,209_AL_.jpg","Biography, Crime, Drama",5.3788221106141325
The Sound of Music,"https://m.media-amazon.com/images/M/MV5BYThiZTY5MTAtODgwNS00OGNjLThjYzItOTcxYmYxMGY5MzBjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg","Biography, Drama, Family",5.606875601080801
Stardust,"https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg","Adventure, Family, Fantasy",5.262865037324255
The Bourne Identity,"https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX140_CR0,0,140,209_AL_.jpg","Action, Mystery, Thriller",5.511705619246798
Silent Hill,"https://m.media-amazon.com/images/M/MV5BOWQzNTU3NGUtNDAxMi00ZjFjLTkyYWUtYjgwZDJiMDljZWY4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg","Horror, Mystery",4.790312485688553
Tomb Raider,"https://m.media-amazon.com/images/M/MV5BOTY4NDcyZGQtYmVlNy00ODgwLTljYTMtYzQ2OTE3NDhjODMwXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Fantasy",4.598268887294488
Y tu mamá también,"https://m.media-amazon.com/images/M/MV5BNDhjMzc3ZTgtY2Y4MC00Y2U3LWFiMDctZGM3MmM4N2YzNDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR1,0,140,209_AL_.jpg",Drama,5.278513746622498
Jack Reacher,"https://m.media-amazon.com/images/M/MV5BMTM1NjUxMDI3OV5BMl5BanBnXkFtZTcwNjg1ODM3OA@@._V1_UY209_CR2,0,140,209_AL_.jpg","Action, Mystery, Thriller",4.85248141420001
The English Patient,"https://m.media-amazon.com/images/M/MV5BOTkxZTdkNTQtM2QwOS00NzRlLWEyMGItYTcxOTE4NTgyNGVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Drama, Romance, War",5.120831361533883
God's Own Country,"https://m.media-amazon.com/images/M/MV5BNjRhYzk2NDAtYzA1Mi00MmNmLWE1ZjQtMDBhZmUyMTdjZjBiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UY209_CR0,0,140,209_AL_.jpg","Drama, Romance",5.141055154410979
Thunderbolts*,"https://m.media-amazon.com/images/M/MV5BMzdkNzFhMDAtNWVhNC00MDM5LTllYzktMWFkN2Q0ZWFlYWZkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Crime",4.292397851525034
Just Go with It,"https://m.media-amazon.com/images/M/MV5BMTM3MzM3NDE5MV5BMl5BanBnXkFtZTcwNDE5MTUxNA@@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Romance",4.350651075457585
Home Alone,"https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Family",5.3385256537469274
Walk the Line,"https://m.media-amazon.com/images/M/MV5BMjIyOTU3MjUxOF5BMl5BanBnXkFtZTcwMTQ0NjYzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg","Biography, Drama, Music",5.498131497397225
Hook,"https://m.media-amazon.com/images/M/MV5BNjMxODllYTEtN2NmOS00NmE1LWFhMzUtOWRmZmQwZjgwOWM2XkEyXkFqcGdeQXVyOTYyMTY2NzQ@._V1_UX140_CR0,0,140,209_AL_.jpg","Adventure, Comedy, Family",4.674011937655518
Sexy Beast,"https://m.media-amazon.com/images/M/MV5BMmM4NDAwMTYtZTEwMi00OTliLWIyYzktN2E5YTEzZGNkMjM2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg","Crime, Drama, Thriller",4.99837574610347
Oblivion,"https://m.media-amazon.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg","Action, Adventure, Sci-Fi",4.951429618208742
War Dogs,"https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Biography, Comedy, Crime",4.822406765689164
Us,"https://m.media-amazon.com/images/M/MV5BZTliNWJhM2YtNDc1MC00YTk1LWE2MGYtZmE4M2Y5ODdlNzQzXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX140_CR0,0,140,209_AL_.jpg","Horror, Mystery, Thriller",5.592765658631903
Manchester by the Sea,"https://m.media-amazon.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_UY209_CR0,0,140,209_AL_.jpg",Drama,5.482771306883234
Alita: Battle Angel,"https://m.media-amazon.com/images/M/MV5BMTQzYWYwYjctY2JhZS00NTYzLTllM2UtZWY5ZTk0NmYwYzIyXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Sci-Fi",5.828897675057627
Erin Brockovich,"https://m.media-amazon.com/images/M/MV5BYTA1NWRkNTktNDMxNS00NjE4LWEzMDAtNzA3YzlhYzRhNDA4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Biography, Drama",5.12869006365732
Road Trip,"https://m.media-amazon.com/images/M/MV5BODA4ZGRhZjgtMTYwMy00MDQzLTkxNTUtYTYwZjE5NDRiZTRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Comedy,4.4341703940036945
Run,"https://m.media-amazon.com/images/M/MV5BZjdmZDlkMzItNTg0OS00MjAxLWE0ZTQtZjdhOWM1MTJkOTc0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Mystery, Thriller",4.660149297021693
28 Weeks Later,"https://m.media-amazon.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg","Horror, Sci-Fi",4.787894423496725
Sunshine,"https://m.media-amazon.com/images/M/MV5BMDliNGY4ZGQtMjU5MS00ODhjLWExMDEtNzI1NmIwZDkzZWQwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg","Sci-Fi, Thriller",5.046668294991376
Robin Hood: Men in Tights,"https://m.media-amazon.com/images/M/MV5BZGYyNmU2NmEtNGU1ZS00YjFkLWI0MWQtZjU2MmUxZDAyN2UxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR1,0,140,209_AL_.jpg","Adventure, Comedy, Musical",4.541197123971485
Gangs of New York,"https://m.media-amazon.com/images/M/MV5BNDg3MmI1ZDYtMDZjYi00ZWRlLTk4NzEtZjY4Y2U0NjE5YmRiXkEyXkFqcGdeQXVyNzAxMjE1NDg@._V1_UY209_CR1,0,140,209_AL_.jpg","Crime, Drama",5.41082021768666
Crank,"https://m.media-amazon.com/images/M/MV5BMjg0NjAxNDY4MV5BMl5BanBnXkFtZTcwODA5MjMzMw@@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Crime, Thriller",4.741099424488986
Bad Boys,"https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Comedy, Crime",4.632217930908148
A Nightmare on Elm Street,"https://m.media-amazon.com/images/M/MV5BNzFjZmM1ODgtMDBkMS00NWFlLTg2YmUtZjc3ZTgxMjE1OTI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Horror,5.211563649686294
Hustle,"https://m.media-amazon.com/images/M/MV5BYjdhYTE3NjMtZjI3OC00NzVlLWFiNTUtNzQ3NDNiNTI3NDg4XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Drama, Sport",5.034097119391821
Unbreakable,"https://m.media-amazon.com/images/M/MV5BMDIwMjAxNzktNmEzYS00ZDY5LWEyZjktM2Y0MmUzZDkyYmZkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY209_CR0,0,140,209_AL_.jpg","Drama, Mystery, Sci-Fi",5.356303906452745
The Beautiful Game,"https://m.media-amazon.com/images/M/MV5BMzI4ZDQyZWItZGUwOC00M2FmLWEyYWItNDhjNGYwMWNjOTQzXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_UX140_CR0,0,140,209_AL_.jpg","Drama, Sport",4.193902941670356
Zodiac,"https://m.media-amazon.com/images/M/MV5BN2UwNDc5NmEtNjVjZS00OTI5LWE5YjctMWM3ZjBiZGYwMGI2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg","Crime, Drama, Mystery",5.426757445769154
Holes,"https://m.media-amazon.com/images/M/MV5BMTg0MTU5ODkwM15BMl5BanBnXkFtZTYwMzgxNzY3._V1_UY209_CR0,0,140,209_AL_.jpg","Adventure, Comedy, Drama",4.782824736287726
The Edge of Seventeen,"https://m.media-amazon.com/images/M/MV5BODE2NjE4NjYyMV5BMl5BanBnXkFtZTgwNzk3MjQ0OTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Drama",4.977300135863343
Knocked Up,"https://m.media-amazon.com/images/M/MV5BN2MwZTVlZGYtMjIxOS00YmYzLTg0Y2ItNDc5OWY1ZDZlMWVlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Romance",4.766461599523716
National Lampoon's Animal House,"https://m.media-amazon.com/images/M/MV5BOGI2NDI3OGQtNTE4Mi00YmYwLThmMTItMzU5MzQ3ZGUyMWJjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Comedy,5.053317966018899
Notting Hill,"https://m.media-amazon.com/images/M/MV5BMTE5OTkwYzYtNDhlNC00MzljLTk1YTktY2IxZjliZmNjMjUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Drama, Romance",5.067743905231502
Platoon,"https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg","Drama, War",5.640096478238966
Avengers: Age of Ultron,"https://m.media-amazon.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Sci-Fi",5.208774634771856
"Three Billboards Outside Ebbing, Missouri","https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Crime, Drama",5.816202848550537
The Intern,"https://m.media-amazon.com/images/M/MV5BMTUyNjE5NjI5OF5BMl5BanBnXkFtZTgwNzYzMzU3NjE@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Drama",4.92385546582808
Lowlifes,"https://m.media-amazon.com/images/M/MV5BOWY4ZTkzNzMtNzRlMS00ZjdlLWI1NmEtN2MwYWJmMDVhZTY5XkEyXkFqcGdeQXVyMTUyNzgxOTI1._V1_UX140_CR0,0,140,209_AL_.jpg",Horror,4.3273634878715255
Legend,"https://m.media-amazon.com/images/M/MV5BMjE0MjkyODQ3NF5BMl5BanBnXkFtZTgwNDM1OTk1NjE@._V1_UY209_CR1,0,140,209_AL_.jpg","Biography, Crime, Drama",4.693589998015479
Predestination,"https://m.media-amazon.com/images/M/MV5BY2NhNTc1OWYtODY0Zi00YjU1LTljNGItNTAzZjY5MjJlNDdmXkEyXkFqcGdeQXVyMTU0NTE4MTkz._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Drama, Sci-Fi",5.146193536568612
Im Westen nichts Neues,"https://m.media-amazon.com/images/M/MV5BMzM4ZDJhYjYtZGY5Ny00NTk0LWI4ZTYtNjczZDFiMGI2ZjEzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg","Action, Drama, War",5.459552414245806
Cruel Intentions,"https://m.media-amazon.com/images/M/MV5BMjMxNjM5OTQ2M15BMl5BanBnXkFtZTgwNjUxNzYxMTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Drama, Romance",4.785462622315173
The Matrix Reloaded,"https://m.media-amazon.com/images/M/MV5BODE0MzZhZTgtYzkwYi00YmI5LThlZWYtOWRmNWE5ODk0NzMxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg","Action, Sci-Fi",5.689295800448807
Unforgiven,"https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX140_CR0,0,140,209_AL_.jpg","Drama, Western",5.702897400277832
Once Upon a Time in the West,"https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg","Drama, Western",5.966672264032852
Spoorloos,"https://m.media-amazon.com/images/M/MV5BNzczMWJlYTktMjJiZS00Y2ZjLTlhMWItMDg2NWFmZDY3YjdiXkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_UX140_CR0,0,140,209_AL_.jpg","Mystery, Thriller",5.218859053230952
Skyfall,"https://m.media-amazon.com/images/M/MV5BMWZiNjE2OWItMTkwNy00ZWQzLWI0NTgtMWE0NjNiYTljN2Q1XkEyXkFqcGdeQXVyNzAwMjYxMzA@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Thriller",5.5860060756865675
Blue Velvet,"https://m.media-amazon.com/images/M/MV5BMzExOTczNTgtN2Q1Yy00MmI1LWE0NjgtNmIwMzdmZGNlODU1XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY209_CR1,0,140,209_AL_.jpg","Crime, Drama, Mystery",5.396394278474056
Tron: Legacy,"https://m.media-amazon.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Sci-Fi",4.757242737417376
X-Men: Dark Phoenix,"https://m.media-amazon.com/images/M/MV5BMmZmYTgwZGItNDIxMS00MmRkLWEzODQtYTllNzM0ZWE1NmQ5XkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Sci-Fi",4.418288121880105
Busanhaeng,"https://m.media-amazon.com/images/M/MV5BMTkwOTQ4OTg0OV5BMl5BanBnXkFtZTgwMzQyOTM0OTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Horror, Thriller",5.402892820614591
My Cousin Vinny,"https://m.media-amazon.com/images/M/MV5BMTQxNDYzMTg1M15BMl5BanBnXkFtZTgwNzk4MDgxMTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Crime",5.187135725952952
Harry Potter and the Order of the Phoenix,"https://m.media-amazon.com/images/M/MV5BOTA3MmRmZDgtOWU1Ny00ZDc5LWFkN2YtNzNlY2UxZmY0N2IyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX140_CR0,0,140,209_AL_.jpg","Action, Adventure, Family",5.289367548506267
Cloud Atlas,"https://m.media-amazon.com/images/M/MV5BMTczMTgxMjc4NF5BMl5BanBnXkFtZTcwNjM5MTA2OA@@._V1_UY209_CR0,0,140,209_AL_.jpg","Drama, Mystery, Sci-Fi",5.253000442700781
Mr. Monk's Last Case: A Monk Movie,"https://m.media-amazon.com/images/M/MV5BNzBlNjU2ZmYtM2ZjZi00ZmMzLWI4NzUtNjE1ZTVkODExNjI3XkEyXkFqcGdeQXVyMTU5OTc2NTk@._V1_UY209_CR0,0,140,209_AL_.jpg","Comedy, Crime, Mystery",4.491901628833561
Despicable Me,"https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_UY209_CR0,0,140,209_AL_.jpg","Animation, Adventure, Comedy",5.196423283007923
Fantastic Beasts: The Secrets of Dumbledore,"https://m.media-amazon.com/images/M/MV5BZGQ1NjQyNDMtNzFlZS00ZGIzLTliMWUtNGJkMGMzNTBjNDg0XkEyXkFqcGdeQXVyMTE1NDI5MDQx._V1_UY209_CR0,0,140,209_AL_.jpg","Adventure, Family, Fantasy",4.538682888851573
Verdens verste menneske,"https://m.media-amazon.com/images/M/MV5BOWZkMGY2MzgtMTA0My00OTAxLTk0MDEtNWNjMWVhZGMyNGJiXkEyXkFqcGdeQXVyMTk4NTIzMzI@._V1_UY209_CR4,0,140,209_AL_.jpg","Comedy, Drama, Romance",5.242792373334147
Legends of the Fall,"https://m.media-amazon.com/images/M/MV5BNzUwMzhkY2EtYzg4NC00NzZmLWEzNmItMDU4MmNlZTRjYzIxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UY209_CR0,0,140,209_AL_.jpg","Drama, Romance, War",5.155412398674951
Hellboy,"https://m.media-amazon.com/images/M/MV5BNTc1ZWY0ZTEtZTVmNi00MTg0LTg4NmQtZTI4OWNiMmQ0MWZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY209_CR6,0,140,209_AL_.jpg","Action, Adventure, Fantasy",4.735452699711482
21 Jump Street,"https://m.media-amazon.com/images/M/MV5BNTZjNzRjMTMtZDMzNy00Y2ZjLTg0OTAtZjVhNzYyZmJjOTljXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Comedy, Crime",4.935217610331721
Shang-Chi and the Legend of the Ten Rings,"https://m.media-amazon.com/images/M/MV5BNTliYjlkNDQtMjFlNS00NjgzLWFmMWEtYmM2Mzc2Zjg3ZjEyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Fantasy",5.709876807058788
Gentlemen Broncos,"https://m.media-amazon.com/images/M/MV5BMjA2NDAzMDU4Ml5BMl5BanBnXkFtZTcwMDc3Mzc3Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg","Adventure, Comedy, Sci-Fi",4.068301097592624
The Mist,"https://m.media-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_UY209_CR1,0,140,209_AL_.jpg","Horror, Sci-Fi, Thriller",5.0474514174057745
The Cabin in the Woods,"https://m.media-amazon.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_UY209_CR0,0,140,209_AL_.jpg","Horror, Mystery, Thriller",5.018585799990841
Possession,"https://m.media-amazon.com/images/M/MV5BZjdkODMwYzgtNWZiZS00ZTE0LWJjMjQtYjVhZTMwNDcxYzA0XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg","Drama, Horror",4.938721052711924
Galaxy Quest,"https://m.media-amazon.com/images/M/MV5BNmZlNTY5YjQtZTU5ZC00MzcyLWI1NDMtNjA0ZjQxMmQwYjJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR4,0,140,209_AL_.jpg","Adventure, Comedy, Sci-Fi",5.189059184514633
Serenity,"https://m.media-amazon.com/images/M/MV5BMTc5YjQ0MGQtOTdjZS00OGZhLTk1ZGItMThjOGFiZmMxYWRjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Sci-Fi",5.708530386065611
Thor: Ragnarok,"https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_UY209_CR0,0,140,209_AL_.jpg","Action, Adventure, Comedy",5.7870487123513525
The Final: Attack on Wembley,"https://m.media-amazon.com/images/M/MV5BZGMyOTZlZGQtMWYyMi00ZmJhLTk3NzItMmQ2MmNhZTAyYWJiXkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_UY209_CR4,0,140,209_AL_.jpg","Documentary, Sport",4.18818752194422
Insidious,"https://m.media-amazon.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_UY209_CR0,0,140,209_AL_.jpg","Horror, Mystery, Thriller",4.795464606835911
